Entry	Reviewed	Organism	Protein names	EC number	Rhea ID
A0A3N2ARV1	unreviewed	Agrococcus jenensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A3N2B9R3	unreviewed	Allobogoriella caseilytica	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A3N2G8B2	unreviewed	Amycolatopsis thermoflava	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A3N2H6V2	unreviewed	Amycolatopsis thermoflava	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A3N4P4U0	unreviewed	Candidatus Pantoea deserta	Malate/lactate/ureidoglycolate dehydrogenase		
A0A3N4RQM3	unreviewed	Kitasatospora cineracea	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A3N4UQI1	unreviewed	Pacificibacter maritimus	Ureidoglycolate dehydrogenase (NAD+)		
A0A3N9U9Z5	unreviewed	Lysinibacillus composti	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A3P1VE56	unreviewed	Streptococcus minor	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A3P3U3H1	unreviewed	Paenibacillus oralis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A3P4B2B0	unreviewed	Pigmentiphaga humi	Ureidoglycolate dehydrogenase (NAD(+)) (EC 1.1.1.350)	1.1.1.350	
A0A3Q9BJM7	unreviewed	Jeotgalibaca ciconiae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A3Q9I5X9	unreviewed	Paenibacillus lutimineralis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A3R9P3S3	unreviewed	Salibacterium salarium	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A3S0HEG8	unreviewed	Variovorax gossypii	Malate/lactate/ureidoglycolate dehydrogenase		
A0A3S0V691	unreviewed	Azospirillum doebereinerae	Malate/lactate/ureidoglycolate dehydrogenase		
A0A3S0W6Y1	unreviewed	Peribacillus cavernae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A3S1AIT0	unreviewed	Pectobacterium brasiliense	Malate/lactate/ureidoglycolate dehydrogenase		
A0A3S2X435	unreviewed	Rubrivivax albus	Malate/lactate/ureidoglycolate dehydrogenase		
A0A3S2YXL4	unreviewed	Methylobacterium oryzihabitans	Malate/lactate/ureidoglycolate dehydrogenase		
A0A3S4TIY1	unreviewed	Mycolicibacterium chitae (Mycobacterium chitae)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A3S5DJ80	unreviewed	Avibacterium volantium (Pasteurella volantium)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A3S9A6I5	unreviewed	Paenibacillus albus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A3S9XG91	unreviewed	Entomomonas moraniae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A410MEB5	unreviewed	Halobacillus litoralis	Ureidoglycolate dehydrogenase		
A0A410VAZ5	unreviewed	Bradyrhizobium guangdongense	Malate/lactate/ureidoglycolate dehydrogenase		
A0A417YDX7	unreviewed	Oceanobacillus profundus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A417YDZ3	unreviewed	Oceanobacillus profundus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A417YMQ0	unreviewed	Neobacillus notoginsengisoli	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A417YMS9	unreviewed	Neobacillus notoginsengisoli	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A418HP56	unreviewed	Staphylococcus gallinarum	Ureidoglycolate dehydrogenase		
A0A418IIZ2	unreviewed	Staphylococcus shinii	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A418IIZ9	unreviewed	Staphylococcus shinii	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A418SHM6	unreviewed	Pseudooceanicola algae	Ureidoglycolate dehydrogenase (EC 1.1.1.350)	1.1.1.350	
A0A419V8L5	unreviewed	Sinobaca qinghaiensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A421BAD4	unreviewed	Actinokineospora cianjurensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A429XSU5	unreviewed	Siminovitchia acidinfaciens	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A429ZS02	unreviewed	Vagococcus salmoninarum	Ureidoglycolate dehydrogenase		
A0A430B858	unreviewed	Vagococcus carniphilus	Ureidoglycolate dehydrogenase		
A0A433HWD5	unreviewed	Peribacillus cavernae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A433RUP9	unreviewed	Candidatus Kurthia intestinigallinarum	Ureidoglycolate dehydrogenase		
A0A437M2M5	unreviewed	Rhodovarius crocodyli	Malate/lactate/ureidoglycolate dehydrogenase		
A0A437MN22	unreviewed	Rhodovarius crocodyli	Malate/lactate/ureidoglycolate dehydrogenase		
A0A437QXZ3	unreviewed	Hwanghaeella grinnelliae	Malate/lactate/ureidoglycolate dehydrogenase		
A0A443VT88	unreviewed	Klebsiella planticola (Raoultella planticola)	Malate/lactate/ureidoglycolate dehydrogenase		
A0A447CUU0	unreviewed	Rhodoplanes serenus	Ureidoglycolate dehydrogenase (NAD(+))		
A0A448SV22	unreviewed	Serratia rubidaea (Serratia marinorubra)	Malate/lactate/ureidoglycolate dehydrogenase		
A0A480AQ12	unreviewed	Pseudaquabacterium pictum	Malate/lactate/ureidoglycolate dehydrogenase		
A0A485BB07	unreviewed	Kluyvera cryocrescens (Kluyvera citrophila)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A495IZW3	unreviewed	Mucilaginibacter gracilis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A495QG71	unreviewed	Actinomadura pelletieri DSM 43383	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A495RJJ9	unreviewed	Orbus hercynius	Ureidoglycolate dehydrogenase (NAD+)		
A0A495X2U6	unreviewed	Saccharothrix variisporea	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A495Y4F4	unreviewed	Terracoccus luteus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A497YGP7	unreviewed	Planococcus citreus	Ureidoglycolate dehydrogenase (NAD+)		
A0A4D7BD31	unreviewed	Phreatobacter stygius	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4D7QHS1	unreviewed	Phreatobacter aquaticus	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4P5PFS5	unreviewed	Enterococcus florum	Ureidoglycolate dehydrogenase		
A0A4P6WJV1	unreviewed	Citrobacter arsenatis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A4P6WLS1	unreviewed	Citrobacter arsenatis	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4P8IZ95	unreviewed	Trinickia violacea	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4P8QPN8	unreviewed	Brenneria rubrifaciens	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4P8YKY9	unreviewed	Jejuibacter calystegiae	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4Q1VFY0	unreviewed	Bradyrhizobium betae	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4Q7N8D9	unreviewed	Pigmentiphaga kullae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4Q7NGH3	unreviewed	Pigmentiphaga kullae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4Q7VQE3	unreviewed	Advenella incenata	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4Q7VST7	unreviewed	Advenella incenata	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4Q7VXN2	unreviewed	Kribbella rubisoli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4Q7WKC3	unreviewed	Kribbella rubisoli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4Q7Y8N1	unreviewed	Blastococcus saxobsidens	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R1B037	unreviewed	Cytobacillus praedii	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A4R1HTX0	unreviewed	Pseudonocardia endophytica	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R1I3Y1	unreviewed	Ancylobacter aquaticus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R1I6P6	unreviewed	Ancylobacter aquaticus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R1LVZ4	unreviewed	Albibacterium bauzanense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R1N6T3	unreviewed	Sodalis ligni	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R2AWM2	unreviewed	Mesobacillus foraminis	Ureidoglycolate dehydrogenase (NAD+)		
A0A4R2B5G5	unreviewed	Mesobacillus foraminis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R2BAV8	unreviewed	Mesobacillus foraminis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R2BUX2	unreviewed	Shinella granuli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R2C7C3	unreviewed	Shinella granuli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R2CQ10	unreviewed	Shinella granuli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R2CV76	unreviewed	Shinella granuli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R2HHK2	unreviewed	Kribbella steppae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R2HWL3	unreviewed	Kribbella steppae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R2IJ99	unreviewed	Kribbella antiqua	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R2J4C0	unreviewed	Kribbella antiqua	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R2NJG5	unreviewed	Scopulibacillus darangshiensis	Ureidoglycolate dehydrogenase (NAD+)		
A0A4R2NJP6	unreviewed	Scopulibacillus darangshiensis	Ureidoglycolate dehydrogenase (NAD+)		
A0A4R2QN56	unreviewed	Tamaricihabitans halophyticus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R2T050	unreviewed	Cricetibacter osteomyelitidis	Ureidoglycolate dehydrogenase (NAD+)		
A0A4R2UJK0	unreviewed	Serpentinicella alkaliphila	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3J8P1	unreviewed	Primorskyibacter sedentarius	Ureidoglycolate dehydrogenase (NAD+)		
A0A4R3K920	unreviewed	Tepidibacillus fermentans	Ureidoglycolate dehydrogenase (NAD+)		
A0A4R3KGH6	unreviewed	Muricomes intestini	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3KIW3	unreviewed	Muricomes intestini	Ureidoglycolate dehydrogenase (NAD+)		
A0A4R3LT39	unreviewed	Paralcaligenes ureilyticus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3M3W7	unreviewed	Aquabacter spiritensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3M5Z1	unreviewed	Aquabacter spiritensis	Ureidoglycolate dehydrogenase (NAD+)		
A0A4R3MH18	unreviewed	Tepidamorphus gemmatus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3MKY8	unreviewed	Tepidamorphus gemmatus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3NIY8	unreviewed	Martelella mediterranea	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3NSU7	unreviewed	Martelella mediterranea	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3QHF7	unreviewed	Rhizobium azibense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3RDZ2	unreviewed	Rhizobium azibense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3UNJ9	unreviewed	Paracandidimonas soli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3UPK3	unreviewed	Paracandidimonas soli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3URH5	unreviewed	Paracandidimonas soli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3UW61	unreviewed	Paracandidimonas soli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R3V0U6	unreviewed	Paracandidimonas soli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R4DV89	unreviewed	Roseicella aquatilis	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4R4E7I2	unreviewed	Paenibacillus albiflavus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A4R4FH49	unreviewed	Extibacter muris	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A4R6FDB1	unreviewed	Stakelama pacifica	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R6KBJ7	unreviewed	Kribbella caucasensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R6KGV7	unreviewed	Kribbella caucasensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R6NZL4	unreviewed	Idiomarina aquatica	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R6XB69	unreviewed	Marinomonas communis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R6ZT34	unreviewed	Paenilisteria rocourtiae	Ureidoglycolate dehydrogenase (NAD+)		
A0A4R6ZU64	unreviewed	Paenilisteria rocourtiae	Ureidoglycolate dehydrogenase (NAD+)		
A0A4R7BJB1	unreviewed	Enterovirga rhinocerotis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R7BWR8	unreviewed	Enterovirga rhinocerotis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R7C7H8	unreviewed	Enterovirga rhinocerotis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R7CB32	unreviewed	Enterovirga rhinocerotis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R7T612	unreviewed	Kribbella voronezhensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R7ZX82	unreviewed	Kribbella kalugense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R8A0G5	unreviewed	Kribbella kalugense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R8CIQ2	unreviewed	Kribbella pratensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R8CLG7	unreviewed	Kribbella pratensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R8DER4	unreviewed	Dinghuibacter silviterrae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R8LPZ3	unreviewed	Alicyclobacillus sacchari	Ureidoglycolate dehydrogenase (NAD+)		
A0A4R8M1C7	unreviewed	Aminivibrio pyruvatiphilus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R8M305	unreviewed	Aminivibrio pyruvatiphilus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R8M5K1	unreviewed	Aminivibrio pyruvatiphilus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4R8MDQ7	unreviewed	Aminivibrio pyruvatiphilus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4U1IFL2	unreviewed	Trinickia terrae	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4U6BT08	unreviewed	Afipia massiliensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4V2FSH1	unreviewed	Advenella incenata	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4V2RYZ5	unreviewed	Kribbella steppae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4V2S7G1	unreviewed	Actinocrispum wychmicini	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4V2UX65	unreviewed	Paralcaligenes ureilyticus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4V3AA88	unreviewed	Dankookia rubra	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4V3C3T6	unreviewed	Pedobacter duraquae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4V3EIL6	unreviewed	Ilumatobacter fluminis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4V3F4H3	unreviewed	Chromohalobacter marismortui	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4V3HDW0	unreviewed	Alicyclobacillus sacchari	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A4V4N8P6	unreviewed	Crenobacter intestini	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4Y9LHG0	unreviewed	Bradyrhizobium frederickii	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4Y9M644	unreviewed	Bradyrhizobium niftali	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4Z0ASQ6	unreviewed	Pseudomonas kairouanensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4Z0BB22	unreviewed	Pseudomonas nabeulensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4Z0C1R4	unreviewed	Ramlibacter humi	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4Z0C1V0	unreviewed	Ramlibacter henchirensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0A4Z0NUV6	unreviewed	Methylobacterium nonmethylotrophicum	Malate/lactate/ureidoglycolate dehydrogenase		
A0A502DUU9	unreviewed	Variovorax guangxiensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0A502J2B5	unreviewed	Brevibacillus laterosporus (Bacillus laterosporus)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A502J4F7	unreviewed	Brevibacillus laterosporus (Bacillus laterosporus)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A511QR64	unreviewed	Vibrio superstes NBRC 103154	Ureidoglycolate dehydrogenase		
A0A511Z8H3	unreviewed	Sporosarcina luteola	Ureidoglycolate dehydrogenase		
A0A511Z8K3	unreviewed	Sporosarcina luteola	Ureidoglycolate dehydrogenase		
A0A512DI89	unreviewed	Skermanella aerolata	Malate/lactate/ureidoglycolate dehydrogenase		
A0A512N8S0	unreviewed	Reyranella soli	Malate/lactate/ureidoglycolate dehydrogenase		
A0A512NG60	unreviewed	Reyranella soli	Malate/lactate/ureidoglycolate dehydrogenase		
A0A514LJS8	unreviewed	Salicibibacter halophilus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A515CWK1	unreviewed	Serratia liquefaciens	Malate/lactate/ureidoglycolate dehydrogenase		
A0A515DFE3	unreviewed	Rhodoferax sediminis	Malate/lactate/ureidoglycolate dehydrogenase		
A0A516GWY5	unreviewed	Ferrovibrio terrae	Malate/lactate/ureidoglycolate dehydrogenase		
A0A517DRB2	unreviewed	Sporomusa termitida	Ureidoglycolate dehydrogenase (NAD(+)) (EC 1.1.1.350)	1.1.1.350	
A0A521AEF7	unreviewed	Solitalea koreensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A521F5L4	unreviewed	Paracoccus laeviglucosivorans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A521FAC1	unreviewed	Paracoccus laeviglucosivorans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A521FBL0	unreviewed	Paracoccus laeviglucosivorans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A521FEI8	unreviewed	Ruegeria faecimaris	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A521FQ40	unreviewed	Pedobacter westerhofensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A542D9K6	unreviewed	Kribbella jejuensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A542YAA1	unreviewed	Homoserinimonas aerilata	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A543DRE6	unreviewed	Pseudonocardia kunmingensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A543DVN8	unreviewed	Pseudonocardia kunmingensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A543E0F9	unreviewed	Pseudonocardia kunmingensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A543J534	unreviewed	Saccharothrix saharensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A543P1P5	unreviewed	Blastococcus colisei	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A543P232	unreviewed	Blastococcus colisei	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A544SX07	unreviewed	Psychrobacillus lasiicapitis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A544T1P7	unreviewed	Psychrobacillus lasiicapitis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A544T1Q0	unreviewed	Psychrobacillus lasiicapitis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A544TLB6	unreviewed	Psychrobacillus soli	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A544TMQ7	unreviewed	Psychrobacillus soli	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A544TMQ8	unreviewed	Psychrobacillus soli	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A554A2N7	unreviewed	Alkalicoccobacillus porphyridii	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A556AKD4	unreviewed	Verticiella sediminum	Malate/lactate/ureidoglycolate dehydrogenase		
A0A560KXE4	unreviewed	Bradyrhizobium macuxiense	Ureidoglycolate dehydrogenase (NAD+)		
A0A560WGB3	unreviewed	Marihabitans asiaticum	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A561BY10	unreviewed	Kribbella amoyensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A561DXW6	unreviewed	Neobacillus bataviensis	Ureidoglycolate dehydrogenase (NAD+)		
A0A561Q848	unreviewed	Neorhizobium alkalisoli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A561UI27	unreviewed	Kitasatospora viridis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A562BU05	unreviewed	Cupriavidus gilardii J11	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A562J8M9	unreviewed	Sedimentibacter saalensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A562JRS6	unreviewed	Cytobacillus oceanisediminis	Ureidoglycolate dehydrogenase (NAD+)		
A0A562JSC0	unreviewed	Cytobacillus oceanisediminis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A562N3W6	unreviewed	Mesorhizobium tianshanense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A562NNV2	unreviewed	Paracoccus sulfuroxidans	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A562NZL4	unreviewed	Mesorhizobium tianshanense	Ureidoglycolate dehydrogenase (NAD+)		
A0A562Q7H5	unreviewed	Pseudomonas duriflava	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A562SFT3	unreviewed	Lacibacter cauensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A562TBI7	unreviewed	Chitinophaga japonensis (Flexibacter japonensis)	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A562TUH2	unreviewed	Mucilaginibacter frigoritolerans	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A562ZV63	unreviewed	Caenimonas sedimenti	Malate/lactate/ureidoglycolate dehydrogenase		
A0A564LSA4	unreviewed	Klebsiella huaxiensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0A5A9GLP5	unreviewed	Azospirillum lipoferum	Malate/lactate/ureidoglycolate dehydrogenase		
